지역구분,작목군,작목,구분,값
강원,노지채소,노지당근,부가가치,4417474.0
강원,노지채소,노지당근,부가가치율,77.4
강원,노지채소,노지당근,토지생산성,11003.0
강원,노지채소,노지당근,노동생산성,64721.0
강원,노지채소,노지당근,자본생산성,1.37
강원,노지채소,노지당근,kg당 경영비,522.0
강원,노지채소,노지당근,kg당 생산비,698.0
강원,노지채소,노지대파,총수입,3557134.0
강원,노지채소,노지대파,주산물가액,3557134.0
강원,노지채소,노지대파,주산물수량,3669.0
강원,노지채소,노지대파,수취가격,970.0
강원,노지채소,노지대파,종자·종묘비,197362.0
강원,노지채소,노지대파,보통(무기질)비료비,128760.0
강원,노지채소,노지대파,부산물(유기질)비료비,128534.0
강원,노지채소,노지대파,농약비,149378.0
강원,노지채소,노지대파,수도광열비,39932.0
강원,노지채소,노지대파,기타재료비,47494.0
강원,노지채소,노지대파,소농구비,128.0
강원,노지채소,노지대파,대농구상각비,193802.0
강원,노지채소,노지대파,영농시설상각비,54409.0
강원,노지채소,노지대파,수리·유지비,8587.0
강원,노지채소,노지대파,기타비용,3383.0
강원,노지채소,노지대파,중간재비,951769.0
강원,노지채소,노지대파,농기계·시설임차료,4780.0
강원,노지채소,노지대파,토지임차료,158604.0
강원,노지채소,노지대파,위탁영농비,39612.0
강원,노지채소,노지대파,고용노동비,285555.0
강원,노지채소,노지대파,경영비,1440320.0
강원,노지채소,노지대파,자가노동비,1206735.0
강원,노지채소,노지대파,유동자본용역비,17790.0
강원,노지채소,노지대파,고정자본용역비,37293.0
강원,노지채소,노지대파,토지자본용역비,228992.0
강원,노지채소,노지대파,생산비,2931130.0
강원,노지채소,노지대파,자가노동시간,58.0
강원,노지채소,노지대파,고용노동시간,21.0
강원,노지채소,노지대파,총노동시간,79.0
강원,노지채소,노지대파,소득,2116814.0
강원,노지채소,노지대파,소득률,59.5
강원,노지채소,노지대파,순수익,626004.0
강원,노지채소,노지대파,순수익율,17.6
강원,노지채소,노지대파,부가가치,2605365.0
강원,노지채소,노지대파,부가가치율,73.2
강원,노지채소,노지대파,토지생산성,7056.0
강원,노지채소,노지대파,노동생산성,26795.0
강원,노지채소,노지대파,자본생산성,1.47
강원,노지채소,노지대파,kg당 경영비,393.0
강원,노지채소,노지대파,kg당 생산비,799.0
강원,노지채소,노지봄배추,총수입,2744113.0
강원,노지채소,노지봄배추,주산물가액,2744113.0
강원,노지채소,노지봄배추,주산물수량,7235.0
강원,노지채소,노지봄배추,수취가격,379.0
강원,노지채소,노지봄배추,종자·종묘비,53872.0
강원,노지채소,노지봄배추,보통(무기질)비료비,109359.0
강원,노지채소,노지봄배추,부산물(유기질)비료비,98725.0
강원,노지채소,노지봄배추,농약비,80873.0
강원,노지채소,노지봄배추,수도광열비,26651.0
강원,노지채소,노지봄배추,기타재료비,152440.0
강원,노지채소,노지봄배추,소농구비,0.0
강원,노지채소,노지봄배추,대농구상각비,103861.0
강원,노지채소,노지봄배추,영농시설상각비,75007.0
강원,노지채소,노지봄배추,수리·유지비,8346.0
강원,노지채소,노지봄배추,기타비용,0.0
강원,노지채소,노지봄배추,중간재비,709134.0
강원,노지채소,노지봄배추,농기계·시설임차료,3335.0
강원,노지채소,노지봄배추,토지임차료,74397.0
강원,노지채소,노지봄배추,위탁영농비,14914.0
강원,노지채소,노지봄배추,고용노동비,106003.0
강원,노지채소,노지봄배추,경영비,907783.0
강원,노지채소,노지봄배추,자가노동비,1066029.0
강원,노지채소,노지봄배추,유동자본용역비,6286.0
강원,노지채소,노지봄배추,고정자본용역비,30557.0
강원,노지채소,노지봄배추,토지자본용역비,99064.0
강원,노지채소,노지봄배추,생산비,2109719.0
강원,노지채소,노지봄배추,자가노동시간,50.0
강원,노지채소,노지봄배추,고용노동시간,8.0
강원,노지채소,노지봄배추,총노동시간,58.0
강원,노지채소,노지봄배추,소득,1836330.0
강원,노지채소,노지봄배추,소득률,66.9
강원,노지채소,노지봄배추,순수익,634394.0
강원,노지채소,노지봄배추,순수익율,23.1
강원,노지채소,노지봄배추,부가가치,2034979.0
강원,노지채소,노지봄배추,부가가치율,74.2
강원,노지채소,노지봄배추,토지생산성,6121.0
강원,노지채소,노지봄배추,노동생산성,31661.0
강원,노지채소,노지봄배추,자본생산성,2.02
강원,노지채소,노지봄배추,kg당 경영비,125.0
강원,노지채소,노지봄배추,kg당 생산비,292.0
강원,노지채소,노지양배추,총수입,2910333.0
강원,노지채소,노지양배추,주산물가액,2910333.0
강원,노지채소,노지양배추,주산물수량,6177.0
강원,노지채소,노지양배추,수취가격,471.0
강원,노지채소,노지양배추,종자·종묘비,90389.0
강원,노지채소,노지양배추,보통(무기질)비료비,155546.0
강원,노지채소,노지양배추,부산물(유기질)비료비,244474.0
강원,노지채소,노지양배추,농약비,181900.0
강원,노지채소,노지양배추,수도광열비,28529.0
강원,노지채소,노지양배추,기타재료비,99015.0
강원,노지채소,노지양배추,소농구비,2343.0
강원,노지채소,노지양배추,대농구상각비,144991.0
강원,노지채소,노지양배추,영농시설상각비,54037.0
강원,노지채소,노지양배추,수리·유지비,6041.0
강원,노지채소,노지양배추,기타비용,1898.0
강원,노지채소,노지양배추,중간재비,1009163.0
강원,노지채소,노지양배추,농기계·시설임차료,1045.0
강원,노지채소,노지양배추,토지임차료,127816.0
강원,노지채소,노지양배추,위탁영농비,45486.0
강원,노지채소,노지양배추,고용노동비,498110.0
강원,노지채소,노지양배추,경영비,1681620.0
강원,노지채소,노지양배추,자가노동비,305431.0
강원,노지채소,노지양배추,유동자본용역비,15722.0
강원,노지채소,노지양배추,고정자본용역비,26162.0
강원,노지채소,노지양배추,토지자본용역비,145955.0
강원,노지채소,노지양배추,생산비,2174890.0
강원,노지채소,노지양배추,자가노동시간,15.0
강원,노지채소,노지양배추,고용노동시간,38.0
강원,노지채소,노지양배추,총노동시간,53.0
강원,노지채소,노지양배추,소득,1228713.0
강원,노지채소,노지양배추,소득률,42.2
강원,노지채소,노지양배추,순수익,735443.0
강원,노지채소,노지양배추,순수익율,25.3
강원,노지채소,노지양배추,부가가치,1901170.0
강원,노지채소,노지양배추,부가가치율,65.3
강원,노지채소,노지양배추,토지생산성,4096.0
강원,노지채소,노지양배추,노동생산성,23183.0
강원,노지채소,노지양배추,자본생산성,0.73
강원,노지채소,노지양배추,kg당 경영비,272.0
강원,노지채소,노지양배추,kg당 생산비,352.0
강원,시설채소,시설고추,총수입,14403826.0
강원,시설채소,시설고추,주산물가액,14403826.0
강원,시설채소,시설고추,부산물가액,0.0
강원,시설채소,시설고추,주산물수량,4260.0
강원,시설채소,시설고추,수취가격,3381.0
강원,시설채소,시설고추,종자·종묘비,460391.0
강원,시설채소,시설고추,보통(무기질)비료비,406522.0
강원,시설채소,시설고추,부산물(유기질)비료비,276533.0
강원,시설채소,시설고추,농약비,562486.0
강원,시설채소,시설고추,수도광열비,119058.0
강원,시설채소,시설고추,기타재료비,608530.0
강원,시설채소,시설고추,소농구비,229.0
강원,시설채소,시설고추,대농구상각비,302530.0
강원,시설채소,시설고추,영농시설상각비,1206591.0
강원,시설채소,시설고추,수리·유지비,14778.0
강원,시설채소,시설고추,기타비용,0.0
강원,시설채소,시설고추,중간재비,3957648.0
강원,시설채소,시설고추,농기계·시설임차료,9629.0
강원,시설채소,시설고추,토지임차료,77998.0
강원,시설채소,시설고추,위탁영농비,0.0
강원,시설채소,시설고추,고용노동비,1905138.0
강원,시설채소,시설고추,경영비,5950413.0
강원,시설채소,시설고추,자가노동비,5311343.0
강원,시설채소,시설고추,유동자본용역비,76623.0
강원,시설채소,시설고추,고정자본용역비,110032.0
강원,시설채소,시설고추,토지자본용역비,725982.0
강원,시설채소,시설고추,생산비,12174393.0
강원,시설채소,시설고추,자가노동시간,250.0
강원,시설채소,시설고추,고용노동시간,139.0
강원,시설채소,시설고추,총노동시간,389.0
강원,시설채소,시설고추,소득,8453413.0
강원,시설채소,시설고추,소득률,58.7
강원,시설채소,시설고추,순수익,2229433.0
강원,시설채소,시설고추,순수익율,15.5
강원,시설채소,시설고추,부가가치,10446178.0
강원,시설채소,시설고추,부가가치율,72.5
강원,시설채소,시설고추,토지생산성,28178.0
강원,시설채소,시설고추,노동생산성,21731.0
강원,시설채소,시설고추,자본생산성,1.42
강원,시설채소,시설고추,kg당 경영비,1397.0
강원,시설채소,시설고추,kg당 생산비,2858.0
강원,시설채소,시설단고추(피망),총수입,11944748.0
강원,시설채소,시설단고추(피망),주산물가액,11944748.0
강원,시설채소,시설단고추(피망),주산물수량,4972.0
강원,시설채소,시설단고추(피망),수취가격,2402.0
강원,시설채소,시설단고추(피망),종자·종묘비,200076.0
강원,시설채소,시설단고추(피망),보통(무기질)비료비,258408.0
강원,시설채소,시설단고추(피망),부산물(유기질)비료비,477887.0
강원,시설채소,시설단고추(피망),농약비,399461.0
강원,시설채소,시설단고추(피망),수도광열비,280443.0
강원,시설채소,시설단고추(피망),기타재료비,996296.0
강원,시설채소,시설단고추(피망),소농구비,4764.0
강원,시설채소,시설단고추(피망),대농구상각비,253354.0
강원,시설채소,시설단고추(피망),영농시설상각비,1286910.0
강원,시설채소,시설단고추(피망),수리·유지비,103786.0
강원,시설채소,시설단고추(피망),기타비용,127364.0
강원,시설채소,시설단고추(피망),중간재비,4388749.0
강원,시설채소,시설단고추(피망),농기계·시설임차료,13974.0
강원,시설채소,시설단고추(피망),토지임차료,127646.0
강원,시설채소,시설단고추(피망),위탁영농비,0.0
강원,시설채소,시설단고추(피망),고용노동비,2194483.0
강원,시설채소,시설단고추(피망),경영비,6724852.0
강원,시설채소,시설단고추(피망),자가노동비,4135693.0
강원,시설채소,시설단고추(피망),유동자본용역비,85489.0
강원,시설채소,시설단고추(피망),고정자본용역비,110901.0
강원,시설채소,시설단고추(피망),토지자본용역비,196768.0
강원,시설채소,시설단고추(피망),생산비,11253703.0
강원,시설채소,시설단고추(피망),자가노동시간,203.0
강원,시설채소,시설단고추(피망),고용노동시간,187.0
강원,시설채소,시설단고추(피망),총노동시간,390.0
강원,시설채소,시설단고추(피망),소득,5219896.0
강원,시설채소,시설단고추(피망),소득률,43.7
강원,시설채소,시설단고추(피망),순수익,691045.0
강원,시설채소,시설단고추(피망),순수익율,5.8
강원,시설채소,시설단고추(피망),부가가치,7555999.0
강원,시설채소,시설단고추(피망),부가가치율,63.3
강원,시설채소,시설단고추(피망),토지생산성,17400.0
강원,시설채소,시설단고추(피망),노동생산성,13384.0
강원,시설채소,시설단고추(피망),자본생산성,0.78
강원,시설채소,시설단고추(피망),kg당 경영비,1353.0
강원,시설채소,시설단고추(피망),kg당 생산비,2263.0
강원,시설채소,시설아스파라거스,총수입,11921332.0
강원,시설채소,시설아스파라거스,주산물가액,11785224.0
강원,시설채소,시설아스파라거스,부산물가액,136108.0
강원,시설채소,시설아스파라거스,주산물수량,1240.0
강원,시설채소,시설아스파라거스,수취가격,9504.0
강원,시설채소,시설아스파라거스,종자·종묘비,98828.0
강원,시설채소,시설아스파라거스,보통(무기질)비료비,366101.0
강원,시설채소,시설아스파라거스,부산물(유기질)비료비,335933.0
강원,시설채소,시설아스파라거스,농약비,229312.0
강원,시설채소,시설아스파라거스,수도광열비,160667.0
강원,시설채소,시설아스파라거스,기타재료비,417635.0
강원,시설채소,시설아스파라거스,소농구비,9994.0
강원,시설채소,시설아스파라거스,대농구상각비,449821.0
강원,시설채소,시설아스파라거스,영농시설상각비,1645544.0
강원,시설채소,시설아스파라거스,수리·유지비,9632.0
강원,시설채소,시설아스파라거스,기타비용,11049.0
강원,시설채소,시설아스파라거스,중간재비,3734516.0
강원,시설채소,시설아스파라거스,농기계·시설임차료,25475.0
강원,시설채소,시설아스파라거스,토지임차료,70959.0
강원,시설채소,시설아스파라거스,위탁영농비,0.0
강원,시설채소,시설아스파라거스,고용노동비,1676754.0
강원,시설채소,시설아스파라거스,경영비,5507704.0
강원,시설채소,시설아스파라거스,자가노동비,5315148.0
강원,시설채소,시설아스파라거스,유동자본용역비,59016.0
강원,시설채소,시설아스파라거스,고정자본용역비,226316.0
강원,시설채소,시설아스파라거스,토지자본용역비,540957.0
강원,시설채소,시설아스파라거스,생산비,11649141.0
강원,시설채소,시설아스파라거스,자가노동시간,253.0
강원,시설채소,시설아스파라거스,고용노동시간,132.0
강원,시설채소,시설아스파라거스,총노동시간,385.0
강원,시설채소,시설아스파라거스,소득,6413628.0
강원,시설채소,시설아스파라거스,소득률,53.8
강원,시설채소,시설아스파라거스,순수익,272191.0
강원,시설채소,시설아스파라거스,순수익율,2.3
강원,시설채소,시설아스파라거스,부가가치,8186816.0
강원,시설채소,시설아스파라거스,부가가치율,68.7
강원,시설채소,시설아스파라거스,토지생산성,21379.0
강원,시설채소,시설아스파라거스,노동생산성,16659.0
강원,시설채소,시설아스파라거스,자본생산성,1.16
강원,시설채소,시설아스파라거스,kg당 경영비,4442.0
강원,시설채소,시설아스파라거스,kg당 생산비,9394.0
강원,시설채소,시설착색단고추(파프리카),총수입,30243023.0
강원,시설채소,시설착색단고추(파프리카),주산물가액,30243023.0
강원,시설채소,시설착색단고추(파프리카),부산물가액,0.0
강원,시설채소,시설착색단고추(파프리카),주산물수량,11281.0
강원,시설채소,시설착색단고추(파프리카),수취가격,2681.0
강원,시설채소,시설착색단고추(파프리카),종자·종묘비,2015680.0
강원,시설채소,시설착색단고추(파프리카),보통(무기질)비료비,1859710.0
강원,시설채소,시설착색단고추(파프리카),부산물(유기질)비료비,34335.0
강원,시설채소,시설착색단고추(파프리카),농약비,655560.0
강원,시설채소,시설착색단고추(파프리카),수도광열비,3872673.0
강원,시설채소,시설착색단고추(파프리카),기타재료비,3590977.0
강원,시설채소,시설착색단고추(파프리카),소농구비,3162.0
강원,시설채소,시설착색단고추(파프리카),대농구상각비,804783.0
강원,시설채소,시설착색단고추(파프리카),영농시설상각비,4383447.0
강원,시설채소,시설착색단고추(파프리카),수리·유지비,152326.0
강원,시설채소,시설착색단고추(파프리카),기타비용,90294.0
강원,시설채소,시설착색단고추(파프리카),중간재비,17462947.0
강원,시설채소,시설착색단고추(파프리카),농기계·시설임차료,1646.0
강원,시설채소,시설착색단고추(파프리카),토지임차료,206004.0
강원,시설채소,시설착색단고추(파프리카),위탁영농비,11102.0
강원,시설채소,시설착색단고추(파프리카),고용노동비,4011611.0
강원,시설채소,시설착색단고추(파프리카),경영비,21693310.0
강원,시설채소,시설착색단고추(파프리카),자가노동비,3085600.0
강원,시설채소,시설착색단고추(파프리카),유동자본용역비,392927.0
강원,시설채소,시설착색단고추(파프리카),고정자본용역비,678536.0
강원,시설채소,시설착색단고추(파프리카),토지자본용역비,505010.0
강원,시설채소,시설착색단고추(파프리카),생산비,26355383.0
강원,시설채소,시설착색단고추(파프리카),자가노동시간,151.0
강원,시설채소,시설착색단고추(파프리카),고용노동시간,379.0
강원,시설채소,시설착색단고추(파프리카),총노동시간,530.0
강원,시설채소,시설착색단고추(파프리카),소득,8549713.0
강원,시설채소,시설착색단고추(파프리카),소득률,28.3
강원,시설채소,시설착색단고추(파프리카),순수익,3887640.0
강원,시설채소,시설착색단고추(파프리카),순수익율,12.9
강원,시설채소,시설착색단고추(파프리카),부가가치,12780076.0
강원,시설채소,시설착색단고추(파프리카),부가가치율,42.3
강원,시설채소,시설착색단고추(파프리카),토지생산성,28499.0
강원,시설채소,시설착색단고추(파프리카),노동생산성,16132.0
강원,시설채소,시설착색단고추(파프리카),자본생산성,0.39
강원,시설채소,시설착색단고추(파프리카),kg당 경영비,1923.0
강원,시설채소,시설착색단고추(파프리카),kg당 생산비,2336.0
강원,일반작물,고랭지감자,총수입,2866676.0
강원,일반작물,고랭지감자,주산물가액,2866676.0
강원,일반작물,고랭지감자,부산물가액,0.0
강원,일반작물,고랭지감자,주산물수량,2960.0
강원,일반작물,고랭지감자,수취가격,968.0
강원,일반작물,고랭지감자,종자·종묘비,231776.0
강원,일반작물,고랭지감자,보통(무기질)비료비,146477.0
강원,일반작물,고랭지감자,부산물(유기질)비료비,220602.0
강원,일반작물,고랭지감자,농약비,156165.0
강원,일반작물,고랭지감자,수도광열비,48902.0
강원,일반작물,고랭지감자,기타재료비,77530.0
강원,일반작물,고랭지감자,소농구비,64.0
강원,일반작물,고랭지감자,대농구상각비,203078.0
강원,일반작물,고랭지감자,영농시설상각비,13329.0
강원,일반작물,고랭지감자,수리·유지비,9304.0
강원,일반작물,고랭지감자,기타비용,0.0
강원,일반작물,고랭지감자,중간재비,1107227.0
강원,일반작물,고랭지감자,농기계·시설임차료,1174.0
강원,일반작물,고랭지감자,토지임차료,225946.0
강원,일반작물,고랭지감자,위탁영농비,78257.0
강원,일반작물,고랭지감자,고용노동비,520249.0
강원,일반작물,고랭지감자,경영비,1932853.0
강원,일반작물,고랭지감자,자가노동비,492160.0
강원,일반작물,고랭지감자,유동자본용역비,23179.0
강원,일반작물,고랭지감자,고정자본용역비,39234.0
강원,일반작물,고랭지감자,토지자본용역비,349242.0
강원,일반작물,고랭지감자,생산비,2836668.0
강원,일반작물,고랭지감자,자가노동시간,23.0
강원,일반작물,고랭지감자,고용노동시간,31.0
강원,일반작물,고랭지감자,총노동시간,54.0
강원,일반작물,고랭지감자,소득,933823.0
강원,일반작물,고랭지감자,소득률,32.6
강원,일반작물,고랭지감자,순수익,30008.0
강원,일반작물,고랭지감자,순수익율,1.0
강원,일반작물,고랭지감자,부가가치,1759449.0
강원,일반작물,고랭지감자,부가가치율,61.4
강원,일반작물,고랭지감자,토지생산성,3113.0
강원,일반작물,고랭지감자,노동생산성,17293.0
강원,일반작물,고랭지감자,자본생산성,0.48
강원,일반작물,고랭지감자,kg당 경영비,653.0
강원,일반작물,고랭지감자,kg당 생산비,958.0
강원,일반작물,노지풋옥수수,총수입,1513308.0
강원,일반작물,노지풋옥수수,주산물가액,1504074.0
강원,일반작물,노지풋옥수수,부산물가액,9234.0
강원,일반작물,노지풋옥수수,주산물수량,2692.0
강원,일반작물,노지풋옥수수,수취가격,559.0
강원,일반작물,노지풋옥수수,종자·종묘비,26124.0
강원,일반작물,노지풋옥수수,보통(무기질)비료비,82358.0
강원,일반작물,노지풋옥수수,부산물(유기질)비료비,107085.0
강원,일반작물,노지풋옥수수,농약비,21847.0
강원,일반작물,노지풋옥수수,수도광열비,26159.0
강원,일반작물,노지풋옥수수,기타재료비,90764.0
강원,일반작물,노지풋옥수수,소농구비,1494.0
강원,일반작물,노지풋옥수수,대농구상각비,137747.0
강원,일반작물,노지풋옥수수,영농시설상각비,47581.0
강원,일반작물,노지풋옥수수,수리·유지비,5469.0
강원,일반작물,노지풋옥수수,기타비용,1513.0
강원,일반작물,노지풋옥수수,중간재비,548141.0
강원,일반작물,노지풋옥수수,농기계·시설임차료,5151.0
강원,일반작물,노지풋옥수수,토지임차료,67858.0
강원,일반작물,노지풋옥수수,위탁영농비,7577.0
강원,일반작물,노지풋옥수수,고용노동비,79678.0
강원,일반작물,노지풋옥수수,경영비,708405.0
강원,일반작물,노지풋옥수수,자가노동비,826517.0
강원,일반작물,노지풋옥수수,유동자본용역비,6122.0
강원,일반작물,노지풋옥수수,고정자본용역비,32215.0
강원,일반작물,노지풋옥수수,토지자본용역비,107479.0
강원,일반작물,노지풋옥수수,생산비,1680738.0
강원,일반작물,노지풋옥수수,자가노동시간,39.0
강원,일반작물,노지풋옥수수,고용노동시간,6.0
강원,일반작물,노지풋옥수수,총노동시간,45.0
강원,일반작물,노지풋옥수수,소득,804903.0
강원,일반작물,노지풋옥수수,소득률,53.2
강원,일반작물,노지풋옥수수,순수익,-167430.0
강원,일반작물,노지풋옥수수,순수익율,-11.1
강원,일반작물,노지풋옥수수,부가가치,965167.0
강원,일반작물,노지풋옥수수,부가가치율,63.8
강원,일반작물,노지풋옥수수,토지생산성,2683.0
강원,일반작물,노지풋옥수수,노동생산성,17887.0
강원,일반작물,노지풋옥수수,자본생산성,1.14
강원,일반작물,노지풋옥수수,kg당 경영비,263.0
강원,일반작물,노지풋옥수수,kg당 생산비,624.0
강원,일반작물,도라지,총수입,2936545.0
강원,일반작물,도라지,주산물가액,2936545.0
강원,일반작물,도라지,부산물가액,0.0
강원,일반작물,도라지,주산물수량,366.0
강원,일반작물,도라지,수취가격,8023.0
강원,일반작물,도라지,종자·종묘비,177081.0
강원,일반작물,도라지,보통(무기질)비료비,12790.0
강원,일반작물,도라지,부산물(유기질)비료비,147157.0
강원,일반작물,도라지,농약비,11140.0
강원,일반작물,도라지,수도광열비,38516.0
강원,일반작물,도라지,기타재료비,17192.0
강원,일반작물,도라지,소농구비,2481.0
강원,일반작물,도라지,대농구상각비,215880.0
강원,일반작물,도라지,영농시설상각비,88050.0
강원,일반작물,도라지,수리·유지비,0.0
강원,일반작물,도라지,기타비용,0.0
강원,일반작물,도라지,중간재비,710287.0
강원,일반작물,도라지,농기계·시설임차료,8193.0
강원,일반작물,도라지,토지임차료,100865.0
강원,일반작물,도라지,위탁영농비,21333.0
강원,일반작물,도라지,고용노동비,541931.0
강원,일반작물,도라지,경영비,1382609.0
강원,일반작물,도라지,자가노동비,1295969.0
강원,일반작물,도라지,유동자본용역비,56462.0
강원,일반작물,도라지,고정자본용역비,30701.0
강원,일반작물,도라지,토지자본용역비,192157.0
강원,일반작물,도라지,생산비,2957898.0
강원,일반작물,도라지,자가노동시간,67.0
강원,일반작물,도라지,고용노동시간,41.0
강원,일반작물,도라지,총노동시간,108.0
강원,일반작물,도라지,소득,1553936.0
강원,일반작물,도라지,소득률,52.9
강원,일반작물,도라지,순수익,-21353.0
강원,일반작물,도라지,순수익율,-0.7
강원,일반작물,도라지,부가가치,2226258.0
강원,일반작물,도라지,부가가치율,75.8
강원,일반작물,도라지,토지생산성,5180.0
강원,일반작물,도라지,노동생산성,14388.0
강원,일반작물,도라지,자본생산성,1.12
강원,일반작물,도라지,kg당 경영비,3778.0
강원,일반작물,도라지,kg당 생산비,8082.0
강원,일반작물,들깨,총수입,996256.0
강원,일반작물,들깨,주산물가액,996256.0
강원,일반작물,들깨,부산물가액,0.0
강원,일반작물,들깨,주산물수량,83.0
강원,일반작물,들깨,수취가격,12003.0
강원,일반작물,들깨,종자·종묘비,12930.0
강원,일반작물,들깨,보통(무기질)비료비,33985.0
강원,일반작물,들깨,부산물(유기질)비료비,52273.0
강원,일반작물,들깨,농약비,16578.0
강원,일반작물,들깨,수도광열비,14714.0
강원,일반작물,들깨,기타재료비,21608.0
강원,일반작물,들깨,소농구비,1667.0
강원,일반작물,들깨,대농구상각비,46412.0
강원,일반작물,들깨,영농시설상각비,11860.0
강원,일반작물,들깨,수리·유지비,1802.0
강원,일반작물,들깨,기타비용,0.0
강원,일반작물,들깨,중간재비,213829.0
강원,일반작물,들깨,농기계·시설임차료,4654.0
강원,일반작물,들깨,토지임차료,53970.0
강원,일반작물,들깨,위탁영농비,10388.0
강원,일반작물,들깨,고용노동비,64270.0
강원,일반작물,들깨,경영비,347111.0
강원,일반작물,들깨,자가노동비,805257.0
강원,일반작물,들깨,유동자본용역비,3434.0
강원,일반작물,들깨,고정자본용역비,9651.0
강원,일반작물,들깨,토지자본용역비,101942.0
강원,일반작물,들깨,생산비,1267395.0
강원,일반작물,들깨,자가노동시간,39.0
